Alienware M17（ALW17M-D2956R）酷睿8代处理器，RTX20显卡，电竞屏，背光键盘,参考价：,4万,10.0
苹果新款MacBook Pro 15英寸（i7/32GB/4TB/Vega Pro 20）酷睿8代处理器，触控ID，触控栏，视网膜显示屏,参考价：,5.14万,9.5
ThinkPad T490s（20NX000RCD）酷睿8代处理器，核心显卡，背光键盘，指纹识别,参考价：,8999,
戴尔G3 15游戏本（Ins 15GD-1765L）酷睿8代处理器，GTX 10系显卡，双风扇散热，纤薄设计,参考价：,8999,9.5
雷神新911 Pro钛空豪华版酷睿9代处理器，新GTX显卡，4.7mm窄边框，背光键盘,参考价：,8499,
苹果新款Macbook Pro 13英寸（MPXQ2CH/A）酷睿7代处理器，Retina显示屏，4个USB-C接口，支持雷电3,参考价：,1.02万,9.3
戴尔XPS 13 微边框（XPS 13-9365-D1805TS）酷睿7代处理器，超静音，360°翻转，指纹识别,参考价：,1.36万,9.8
HUAWEI MateBook X Pro 2019款（i7/16GB/1TB/MX250）酷睿8代处理器，MX250显卡，全面屏，指纹电源键,参考价：,1.38万,9.5
小米游戏本 八代增强版（i7/16GB/256GB+1TB/GTX 1060）酷睿8代处理器，发烧级显卡，背光键盘，电竞级性能怪兽,参考价：,8999,9.0
雷神新911 Pro标准版酷睿9代处理器，RTX2060显卡，144Hz电竞屏，背光键盘,参考价：,1.2万,
华硕飞行堡垒6 FX86FM 金属电竞（i7 8750H/8GB/256GB+1TB/1060）酷睿8代处理器，GTX10系显卡，6.5mm窄边框，背光键盘,参考价：,1.02万,9.8
戴尔XPS 15 微边框 银色 （XPS 15-9570-D1941T）IPS触控屏，GTX 1050Ti显卡，Killer网卡，背光键盘,参考价：,2.2万,6.5
神舟战神G8-CR7P1酷睿8代处理器，RTX20显卡，144Hz电竞屏，全新游戏视界,参考价：,9499,10.0
HUAWEI MateBook（M7/8GB/256GB）酷睿M7低功耗处理器，侧面指纹解锁，高清IPS屏，一键热点上网,参考价：,9688,6.3
苹果新款MacBook Pro 13英寸（MR9R2CH/A）酷睿8代处理器，触控ID，触控栏，视网膜显示屏,参考价：,1.58万,9.6
华硕灵焕3 Pro（i7 6500U/16GB/512GB）触控屏，核芯显卡，双摄像头，可拆卸键盘,参考价：,1.05万,9.6
ThinkPad T570（20H9003BCD）立体人脸扫描识别，Think Cool散热，指纹识别，全尺寸键盘,参考价：,1.2万,9.3
ThinkPad X1 Carbon（20FBA085CD）碳纤维材质，轻薄随身，长久续航，指纹识别,参考价：,8499,10.0
苹果新MacBook Air 13英寸（MRE82CH/A）酷睿8代处理器，核心显卡，Retina视网膜屏，全尺寸键盘,参考价：,9499,9.9
联想拯救者 Y7000 2019（i5 9300H/8GB/1TB/1660Ti）酷睿9代处理器，新GTX显卡，IPS屏，背光键盘,参考价：,8599,
惠普ELITEBOOK 840 G5（3UW57PC）100%sRGB防窥屏，更是触控屏，120Hz的刷新率，航空铝全机身,参考价：,9499,
戴尔XPS 15 微边框 二合一 银色（XPS 15-9575-D2801TS）酷睿8代处理器，支持触控，远程语音，背光键盘,参考价：,2.05万,9.8
神舟战神GX9-CR5S1酷睿8代处理器，RTX20显卡，120Hz电竞屏，背光键盘,参考价：,9998,
ThinkPad P52s（20LBA005CD）,参考价：,1.1万,
戴尔Vostro 成就 15 7000系列 7570（VOSTRO 15-7570-D2765S）酷睿7代处理器，高性能显卡，背光键盘，广视角IPS屏,参考价：,8499,8.5
苹果MacBook 12（QN2CH/A）,参考价：,8988,9.0
ThinkPad X1 隐士（20MFA000CD）酷睿8代处理器，高性能显卡，触控屏，背光键盘,参考价：,1.5万,9.7
联想YOGA Book 2酷睿7代处理器，双屏幕，9.9mm轻薄机身，长久续航,参考价：,1.06万,10.0
ThinkPad P51s（20HBA00CCD）酷睿7代处理器，全尺寸键盘，指纹识别，专业级显卡,参考价：,1.1万,7.9
苹果新款MacBook Pro 15英寸（MR972CH/A）酷睿8代处理器，触控ID，触控栏，视网膜显示屏,参考价：,2.2万,9.5
神舟战神GX10-CR9Plus,参考价：,2.5万,
惠普ELITEBOOK 1050 G1（4PH83PC）酷睿8代处理器，电竞屏，高性能显卡，指纹识别,参考价：,1.2万,8.2
ROG 枪神2s Plus S7CW（i7 8750H/16GB/512GB+1TB/RTX2070）酷睿8代处理器，RTX20显卡，144Hz电竞屏，炫酷外观,参考价：,1.7万,9.4
ROG 冰锐（GA502）,参考价：,8999,
戴尔G5 15游戏本（G5 5590-D1765B）酷睿8代处理器，RTX20系显卡，蓝牙5.0，全尺寸键盘,参考价：,1.05万,
Alienware 15（ALW15C-D1738）酷睿6代处理器，搭载GTX10系列独显，全面支持VR技术，4区多色RGB键盘,参考价：,1.44万,8.4
机械革命X8Ti（i7 8750H/8GB/128GB+1TB/GTX1060）144Hz电竞屏，GTX1060显卡，二代光轴机械键盘，吃鸡游戏笔记本,参考价：,8299,8.6
ROG 冰刃3（i7 8750H/16GB/512GB/1060）酷睿8代处理器，发烧级显卡，电竞屏，背光键盘,参考价：,1.6万,9.6
戴尔G7游戏本（G7 7590-D2765B）酷睿9代处理器，金属机身，72% 色域，窄边框,参考价：,1.13万,10.0
Alienware 15（ALW15ED-4838）酷睿6代处理器，IPS屏，双显卡，4区多色RGB键盘,参考价：,1.73万,8.7
ThinkPad P51（20HHA005CD）M1200显卡，指纹识别，背光键盘，移动工作站,参考价：,1.69万,9.7
联想YOGA 730-13（i7 8550U/8GB/256GB）360°全翻转，集成显卡，背光键盘，长效续航,参考价：,8199,5.2
苹果新款Macbook Pro 13英寸（MPXU2CH/A）酷睿7代处理器，Touch Bar触控条，2个USB-C接口，支持雷电3,参考价：,1.14万,9.3
苹果新MacBook（MNYF2CH/A）酷睿7代处理器，Retina显示屏，背光键盘，超长续航,参考价：,9599,8.0
神舟战神G9-CT7PK酷睿9代处理器，RTX20显卡，144Hz电竞屏，背光键盘,参考价：,1.1万,
联想拯救者 Y7000（i7 8750H/16GB/512GB/1060/高色域版）酷睿8代处理器，背光键盘 ，太阳纹饰，窄边框屏幕,参考价：,9299,8.6
机械革命深海幽灵Z2-G（i7 9750H/32GB/512GB+1TB）酷睿9代处理器，轻盈纤薄，颜值窄边框，机械键盘 ,参考价：,9999,9.4
ROG GX800VH酷睿7代处理器，3×512GB SSD，IPS防眩光雾面屏，发烧级显卡,参考价：,6.9万,7.1
华硕灵耀3 Pro（i7 7700HQ/16GB/512GB）酷睿7代处理器，高性能显卡，指纹识别，背光键盘,参考价：,1.4万,8.1
Alienware Area-51m（ALWA51M-D1733B）酷睿9代处理器，RTX20显卡，144Hz电竞屏，炫酷外观,参考价：,2.7万,9.0
戴尔G7游戏本（G7 7590-D2865B）酷睿9代处理器，金属机身，72% 色域，窄边框,参考价：,1.3万,10.0
ThinkPad X1 Carbon 2018（20KHA003CD）背光键盘，180°翻转，核心显卡，指纹识别,参考价：,1.8万,9.4
HUAWEI MateBook X Pro（i7/8GB/512GB/集显）酷睿8代处理器，集成显卡，全面屏，指纹电源键,参考价：,9999,9.5
惠普ENVY X360 15-CN0002TX（4HU41PA）酷睿8代处理器，全尺寸键盘，MX150显卡，触控屏,参考价：,8299,4.2
戴尔XPS 13 微边框（XPS 13-9365-D6501TS）酷睿8代处理器，核心显卡，触控屏，指纹识别,参考价：,1.35万,9.8
神舟精盾 KINGBOOK G99E酷睿i9处理器，120Hz屏，发烧级显卡，背光键盘,参考价：,1.03万,7.0
神舟战神GX9-CT5DK酷睿9代处理器，RTX2070显卡，144Hz电竞屏，背光键盘,参考价：,9999,
戴尔G7游戏本（G7 7588-D2745B）酷睿8代处理器，性能级显卡，蓝牙5.0，指纹识别,参考价：,8299,9.8
惠普OMEN 17-AN101TX（4CC13PA）酷睿7代处理器，发烧级显卡，背光键盘，144Hz屏,参考价：,1.3万,9.5
联想拯救者 Y7000P 2019（i7 9750H/8GB/1TB/1660Ti）,参考价：,8899,
ThinkPad T490（20N2A008CD）酷睿8代处理器，独立显卡，背光键盘，指纹识别,参考价：,8299,6.0
联想YOGA 7 Pro-13IKB（i7 8550U/8GB/512GB）酷睿8代处理器，集成显卡，轻薄微边框，IPS屏,参考价：,1.39万,9.8
ThinkPad X390（20Q0A002CD）酷睿8代处理器，核显显卡，全尺寸键盘，轻薄机身,参考价：,9999,6.0
ROG 枪神2 S5CS8750（16GB/256GB+1TB ）酷睿8代处理器，1070显卡，窄边框，144Hz屏幕,参考价：,1.68万,9.8
戴尔XPS 13 微边框 金色（XPS 13-9360-D1705G）酷睿7代处理器，微边框，超长续航，金属轻薄机身,参考价：,9099,9.1
ThinkPad L380（极速至尊版）,参考价：,9199,9.4
戴尔XPS 15 微边框 银色 （XPS 15-9570-D1545）酷睿8代处理器，GTX 1050显卡，Killer网卡，背光键盘,参考价：,1.06万,6.5
HUAWEI MateBook X Pro（i7/8GB/256GB）全面屏，轻薄时尚，高效便捷，金属机身,参考价：,9988,9.5
微软Surface Pro 6（i7/16GB/1TB）酷睿8代处理器，核心显卡，触控屏，长效续航,参考价：,1.49万,9.8
Alienware M15（ALW15M-D2736R）酷睿8代处理器，RTX20显卡，电竞屏，背光键盘,参考价：,1.9万,9.8
雷神911 Pro（i7 8750H/16GB/256GB+1TB/RTX2060）酷睿8代处理器，RTX20显卡，144Hz电竞屏，炫酷外观,参考价：,1.2万,9.6
神舟战神Z9-CT7PK酷睿9代处理器，RTX20显卡，144Hz电竞屏，背光键盘,参考价：,1.05万,
苹果新款Macbook Pro 13英寸（MPXR2CH/A）酷睿7代处理器，Retina显示屏，4个USB-C接口，支持雷电3,参考价：,9803,9.3
微软Surface Book 2（i7/16GB/256GB/15寸）酷睿8代处理器，可拆卸键盘，触控屏，轻薄金属机身,参考价：,1.5万,
戴尔XPS 15 微边框 银色（XPS 15-9560-D1545）酷睿7代处理器，微边框屏，GTX10系显卡，金属机身,参考价：,9699,8.8
ThinkPad X1 Yoga（20FQA00HCD）360度翻转触控，杜比音效，指纹识别，核心显卡,参考价：,1.35万,8.2
三星900X3L-K01超轻薄金属机身，i7强劲处理器，高清广视角屏幕，长效续航,参考价：,8599,9.3
华硕飞行堡垒7（i7/16GB/512GB+1TB/GTX1650）酷睿9代处理器，GTX16系显卡，IPS屏，背光键盘,参考价：,8899,10.0
msi微星GP63 Leopard 8RE-006CN背光游戏键盘，360? 虚拟环绕声，发烧级显卡，120 Hz刷新率,参考价：,8699,6.0
ROG 超神2s G7CX（i9 8950HK/32GB/512GB+1TB）酷睿i9处理器，RTX20显卡，144Hz电竞屏，炫酷外观,参考价：,4万,9.4
苹果新MacBook Air 13英寸（MREE2CH/A）,参考价：,9499,9.9
华硕UX501VW6700（16GB/512GB/4G独显）金属典雅外观，512G大容量疾速SSD，长久续航，发烧级显卡,参考价：,9099,7.8
ThinkPad T490（20N2001MCD）酷睿8代处理器，独立显卡，背光键盘，指纹识别,参考价：,1.25万,6.0
惠普SPECTRE X360 15-CH013TX酷睿8代处理器，4K触控屏，全尺寸键盘，指纹识别,参考价：,1.6万,8.8
苹果新款MacBook Pro 15英寸（i7/32GB/2TB/Vega Pro 20）酷睿8代处理器，触控ID，触控栏，视网膜显示屏,参考价：,3.63万,9.5
Alienware 17（ALW17C-D3858S）酷睿8代处理器，发烧级显卡，背光键盘，眼球追踪技术,参考价：,3.45万,9.8
Razer 灵刃潜行版（i7/128GB/2K触控屏）酷睿6代处理器，航空级铝材机身，轻薄便携设计，Chroma幻彩键盘,参考价：,9399,7.7
惠普ELITEBOOK 830 G5（3UW35PC）100%sRGB防窥屏，120Hz的刷新率，航空铝全机身，指纹识别,参考价：,8999,
苹果新款MacBook Pro 15英寸（i9/16GB/4TB/Vega Pro 16）酷睿8代处理器，触控ID，触控栏，视网膜显示屏,参考价：,5.02万,9.5
ThinkPad P72（20MBA006CD）酷睿8代处理器，指纹识别，双风扇智能散热，全能指示灯,参考价：,2.9万,
戴尔XPS 13 微边框 银色（XPS 13-9380-D1905TW）酷睿8代处理器，核心显卡，触控屏，智能影音系统,参考价：,1.6万,9.4
ThinkPad T590（20N40016CD）酷睿8代处理器，MX250显卡，背光键盘，指纹识别,参考价：,1.2万,
ROG 冰刃新锐 GM501GS8750（16GB/512GB+1TB）酷睿8代处理器，144Hz刷新率，VR体验，光环灯效,参考价：,2万,6.6
Alienware 15（ALW15C-D3508GS）酷睿8代处理器，发烧级显卡，背光键盘，眼球追踪技术,参考价：,1.1万,8.4
戴尔XPS 15 微边框 银色 （XPS 15-9570-D1505）酷睿8代处理器，集成显卡，Killer网卡，背光键盘,参考价：,8499,6.5
ThinkPad X1 隐士酷睿8代处理器，高性能显卡，触控屏，背光键盘,参考价：,1.7万,9.7
HUAWEI MateBook X（i7/8GB/512GB）超静音，指纹识别，2K级显示屏，轻薄金属机身,参考价：,9688,9.6
msi微星GS75 Stealth 8SE-034酷睿8代处理器，RTX 20显卡，IPS屏，背光键盘,参考价：,1.55万,10.0
微软Surface Laptop 2（i5/8GB/256GB）酷睿8代处理器，核心显卡，触控屏，长效续航,参考价：,9489,9.8
Alienware Area-51m（ALWA51M-D1968B）酷睿i9处理器，RTX20显卡，144Hz电竞屏，炫酷外观,参考价：,4.77万,9.0
苹果新款Macbook Pro 13英寸（MPXV2CH/A）酷睿7代处理器，Touch Bar触控条，4个USB-C接口，支持雷电3,参考价：,1.2万,9.3
联想拯救者 Y9000K 2019SE（i7 9750H/32GB/1TB+2TB/RTX2080MQ）,参考价：,2万,
机械师F117-FP6酷睿8代处理器，发烧级显卡，144Hz电竞屏，机械键盘,参考价：,1.05万,9.7
Alienware 15（ALW15ED-1718）碳纤维材质，酷睿四核处理器，混合硬盘，发烧级显卡,参考价：,1.37万,7.7
机械革命深海幽灵Z2-R（i7 9750H/16GB/512GB+1TB/RTX2060）,参考价：,1.05万,9.4
机械师F117-F6K加强版酷睿7代处理器，100万像素摄像头，RGB背光键盘，全尺寸键盘,参考价：,8399,8.6
ROG 冰刃3s GX531GW（i7 8750H/16GB/1TB/RTX2070）酷睿8代处理器，RTX20显卡，电竞屏，背光键盘,参考价：,2.4万,
戴尔XPS 13 微边框 银色（XPS 13-9370-D1605S）酷睿8代处理器，窄边框，双风扇双热管散热，指纹识别,参考价：,9999,9.1
Alienware M15（ALW15M-D1725S）酷睿8代处理器，高性能显卡，电竞屏，背光键盘,参考价：,1.4万,9.8
神舟战神GX8-CP7S2酷睿8代处理器，发烧级显卡，背光键盘，120HZ刷新率屏幕,参考价：,1.06万,8.0
Alienware 17（ALW17C-D1748）DDR4 2667MH内存，发烧级显卡，背光键盘，Killer网卡,参考价：,1.8万,9.1
Alienware 15（ALW15C-D2748）,参考价：,1.76万,8.4
神舟战神GX8-CP5S1酷睿8代处理器，120HZ刷新率屏幕，发烧级显卡，背光键盘,参考价：,8999,8.3
戴尔Inspiron 灵越 15 7000系列 游戏 湛黑（Ins 15-7577-D1665B）酷睿7代处理器，发烧级显卡，防泼溅键盘，IPS屏,参考价：,8999,7.0
ThinkPad T470（20HD002TCD）酷睿7代处理器，940MX性能级显卡，3+3双电池，指纹识别,参考价：,8999,9.2
神舟精盾 KINGBOOK G97E酷睿8代处理器，发烧级显卡，背光键盘，120Hz屏,参考价：,8999,4.6
ThinkPad P71（20HKA00ECD）酷睿7代处理器，背光键盘，指纹识别，双风扇散热,参考价：,3.9万,9.1
神舟战神GX10-CR9Pro酷睿9代处理器，发烧级显卡，120Hz电竞屏，背光键盘,参考价：,2.06万,8.0
雷神911M星耀版酷睿8代处理器，发烧级显卡，背光键盘，蓝牙5.0,参考价：,8199,6.7
ROG 冰刃 GX501VS7700（16GB/512GB）GTX1070 Max-Q独显，RGB背光键盘，支持VR，120Hz屏幕,参考价：,2.1万,7.3
Alienware 13（ALW13ED-3808）酷睿6代处理器，发烧级显卡，Killer网卡，IPS防眩光屏,参考价：,1.38万,9.5
微软Surface Pro 6（i7/8GB/256GB）酷睿8代处理器，核心显卡，触控屏，长效续航,参考价：,9500,9.8
联想YOGA 5 Pro（i5 7200U/8GB/512GB）表链式转轴设计，指纹识别，IPS广视角炫彩触控屏，JBL保真音箱,参考价：,9299,8.0
Terrans X711 2080 99T酷睿9代处理器，RTX20显卡，全尺寸背光键盘，指纹识别,参考价：,3万,
惠普SPECTRE X360 15-DF0011TX（5LN66PA）,参考价：,1.6万,
ROG 枪神2 Plus S7CM8750（16GB/256GB+1TB ）酷睿8代处理器，发烧级显卡，144Hz窄边框屏，背光键盘,参考价：,1.2万,9.3
苹果新款Macbook Pro 13英寸（MPXT2CH/A）酷睿7代处理器，Retina显示屏，2个USB-C接口，支持雷电3,参考价：,1.09万,9.3
